00-0023459,Aaron,Rodgers,QB,3897,28,11,22,107,0,0,0,0,0,2
00-0036898,Davis,Mills,QB,212,0,0,3,11,0,0,0,0,0,1444
00-0036900,Ja'Marr,Chase,WR,0,0,0,3,32,0,0,127,1708,17,1446
00-0036906,Khalil,Herbert,RB,0,0,0,36,130,1,0,10,25,0,1452
00-0036912,DeVonta,Smith,WR,0,0,0,1,1,0,0,68,833,8,1455
00-0036913,Kadarius,Toney,WR,0,0,0,2,-4,0,0,0,0,0,1456
00-0036919,Kenneth,Gainwell,RB,0,0,0,75,290,1,0,16,116,0,1462
00-0036924,Michael,Carter,RB,0,0,0,35,131,1,0,11,57,0,1466
00-0036928,Kyle,Trask,QB,5,0,0,5,-4,0,0,0,0,0,1469
00-0036945,Justin,Fields,QB,1106,5,1,62,289,5,4,0,0,0,1485
00-0036955,Terrace,Marshall,WR,0,0,0,0,0,0,0,3,41,0,1493
00-0036963,Amon-Ra,St.Brown,WR,7,1,0,2,6,0,0,115,1263,12,1499
00-0036970,Kyle,Pitts,TE,0,0,0,0,0,0,0,47,602,4,1504
00-0036971,Trevor,Lawrence,QB,2045,11,7,26,119,3,0,0,0,0,1505
00-0036972,Mac,Jones,QB,1672,8,8,28,92,1,1,0,0,0,1506
00-0036973,Travis,Etienne,RB,0,0,0,150,558,2,1,39,254,0,1507
00-0036980,Elijah,Moore,WR,0,0,0,1,1,0,0,61,538,1,1514
00-0036984,Trey,Sermon,RB,0,0,0,56,159,2,0,16,99,0,1518
00-0036988,Josh,Palmer,WR,0,0,0,0,0,0,0,39,584,1,1522
00-0036990,Divine,Deablo,MLB,0,0,0,0,0,0,0,1,34,0,1524
00-0036997,Javonte,Williams,RB,0,0,0,139,513,4,2,52,346,0,1530
00-0037004,Hunter,Long,TE,0,0,0,0,0,0,0,7,60,0,1537
00-0037005,Tommy,Tremble,TE,0,0,0,0,0,0,0,23,234,2,1538
00-0037012,Trey,Lance,QB,266,0,1,11,41,0,0,0,0,0,1545
00-0037077,Sam,Howell,QB,24,0,1,1,2,0,0,0,0,0,1565
00-0037085,Tyler,Badie,RB,0,0,0,11,86,0,0,3,-2,0,1573
00-0037086,Grant,Calcaterra,TE,0,0,0,0,0,0,0,24,298,1,1574
00-0037091,Bo,Melton,WR,0,0,0,8,54,0,0,8,91,0,1577
00-0037093,Dareke,Young,WR,0,0,0,0,0,0,0,0,0,0,1579
00-0037120,Tyler,Goodson,RB,0,0,0,32,153,1,0,11,61,1,1588
00-0037129,Josh,Blackwell,CB,0,0,0,0,0,0,0,0,0,0,1590
00-0037132,Britain,Covey,WR,0,0,0,0,0,0,0,7,34,0,1592
00-0037156,Irvin,Charles,WR,0,0,0,0,0,0,0,0,0,0,1601
00-0037197,Isiah,Pacheco,RB,0,0,0,83,310,1,0,12,79,0,1618
00-0037207,Mike,Caliendo,G,0,0,0,0,0,0,0,1,5,0,1622
00-0037216,Justyn,Ross,WR,0,0,0,0,0,0,0,0,0,0,1626
00-0037228,Jaylen,Warren,RB,0,0,0,120,511,1,1,38,310,0,1630
00-0037231,Kevin,Austin,WR,0,0,0,1,9,0,0,11,151,0,1632
00-0037238,Drake,London,WR,0,0,0,1,-3,0,0,100,1271,9,1637
00-0037239,Chris,Olave,WR,0,0,0,1,7,0,0,32,400,1,1638
00-0037240,Jameson,Williams,WR,0,0,0,11,61,1,0,58,1001,7,1639
00-0037243,Tyler,Smith,G,0,0,0,0,0,0,0,1,0,0,1642
00-0037247,George,Pickens,WR,0,0,0,2,-6,0,0,59,900,3,1646
00-0037248,James,Cook,RB,0,0,0,207,1009,16,1,32,258,2,1647
00-0037252,Greg,Dulcich,TE,0,0,0,0,0,0,0,5,28,0,1651
00-0037253,Marcus,Jones,CB,0,0,0,1,5,0,0,1,18,0,1652
00-0037256,Rachaad,White,RB,0,0,0,144,613,3,2,51,393,6,1655
00-0037257,David,Bell,WR,0,0,0,0,0,0,0,3,27,0,1656
00-0037258,Dameon,Pierce,RB,0,0,0,40,293,2,1,2,2,0,1657
00-0037261,Khalil,Shakir,WR,0,0,0,2,4,0,0,76,821,4,1660
00-0037263,Tyler,Allgeier,RB,0,0,0,137,644,3,0,13,88,0,1662
00-0037267,Jerome,Ford,RB,0,0,0,104,565,3,0,37,225,0,1666
00-0037276,Ty,Chandler,RB,0,0,0,56,182,0,0,6,42,0,1675
00-0037287,Vederian,Lowe,T,0,0,0,0,0,0,0,1,4,1,1686
00-0037291,Jalen,Nailor,WR,0,0,0,3,-4,0,0,28,414,6,1689
00-0037292,Andrew,Ogletree,TE,0,0,0,0,0,0,0,9,109,1,1690
00-0037300,Mike,Woods,WR,0,0,0,0,0,0,0,7,65,0,1698
00-0037304,Connor,Heyward,TE,0,0,0,0,0,0,0,6,40,1,1702
00-0037306,John,FitzPatrick,TE,0,0,0,0,0,0,0,1,2,0,1704
00-0037324,Chris,Oladokun,QB,0,0,0,1,5,0,0,0,0,0,1721
00-0037327,Skylar,Thompson,QB,187,0,0,1,4,0,0,0,0,0,1723
00-0037348,Tanner,Conner,WR,0,0,0,0,0,0,0,3,16,0,1733
00-0037382,Brandon,Johnson,WR,0,0,0,0,0,0,0,1,9,0,1746
00-0037422,Kendric,Pryor,WR,0,0,0,0,0,0,0,1,9,0,1765
00-0037429,Raheem,Blackshear,RB,0,0,0,15,80,0,0,0,0,0,1767
00-0037450,Tyreik,McAllister,RB,0,0,0,2,11,0,0,0,0,0,1772
00-0037475,Stone,Smartt,TE,0,0,0,0,0,0,0,16,208,0,1782
00-0037487,Deven,Thompkins,WR,0,0,0,2,7,0,0,4,20,0,1786
00-0037491,J.J.,Russell,ILB,0,0,0,0,0,0,0,0,0,0,1787
00-0037509,Sincere,McCormick,RB,0,0,0,39,183,0,0,6,29,0,1795
00-0037524,Tay,Martin,WR,0,0,0,0,0,0,0,1,49,1,1801
00-0037525,Jordan,Mason,RB,0,0,0,153,789,3,3,11,91,0,1802
00-0037539,Lucas,Krull,TE,0,0,0,0,0,0,0,19,152,0,1808
00-0037545,Rashid,Shaheed,WR,0,0,0,6,29,0,0,20,349,3,1811
00-0037557,Ronnie,Rivers,RB,0,0,0,22,99,0,0,5,34,0,1815
00-0037569,Peyton,Hendershot,TE,0,0,0,0,0,0,0,5,51,0,1819
00-0037578,Juanyeh,Thomas,FS,0,0,0,0,0,0,0,1,4,0,1824
00-0037594,Julius,Chestnut,RB,0,0,0,22,102,0,0,2,11,0,1832
00-0037609,Aaron,Shampklin,RB,0,0,0,6,17,0,0,0,0,0,1841
00-0037614,John,Metchie,WR,0,0,0,0,0,0,0,24,254,1,1846
00-0037617,Hassan,Haskins,RB,0,0,0,34,89,2,1,3,49,1,1849
00-0037654,Tucker,Fisk,TE,0,0,0,0,0,0,0,7,39,0,1859
00-0037664,Alec,Pierce,WR,0,0,0,0,0,0,0,37,824,7,1864
00-0037666,Jalen,Tolbert,WR,0,0,0,0,0,0,0,49,610,7,1866
00-0037740,Garrett,Wilson,WR,0,0,0,2,5,0,0,101,1104,7,1874
00-0037741,Jahan,Dotson,WR,0,0,0,1,13,0,0,19,216,0,1875
00-0037742,Treylon,Burks,WR,0,0,0,2,1,0,0,4,34,0,1876
00-0037744,Trey,McBride,TE,0,0,0,1,2,1,0,111,1146,2,1878
00-0037745,Velus,Jones,RB,0,0,0,3,11,0,0,1,8,0,1879
00-0037746,Brian,Robinson,RB,0,0,0,187,799,8,2,20,159,0,1880
00-0037801,Kavontae,Turpin,WR,0,0,0,16,92,0,1,31,420,2,1893
00-0037805,Jeremy,Ruckert,TE,0,0,0,0,0,0,0,18,105,0,1895
00-0037809,Chigoziem,Okonkwo,TE,0,0,0,1,17,0,0,52,479,2,1898
00-0037816,Romeo,Doubs,WR,0,0,0,0,0,0,0,46,601,4,1905
00-0037827,Tyrion,Davis-Price,RB,0,0,0,3,7,0,0,0,0,0,1914
00-0037834,Brock,Purdy,QB,3864,20,12,66,323,5,2,0,0,0,1921
00-0037837,Calvin,Austin,WR,0,0,0,0,0,0,0,36,548,4,1924
00-0037838,Isaiah,Likely,TE,0,0,0,0,0,0,0,42,477,6,1925
00-0037840,Kyren,Williams,RB,0,0,0,316,1299,14,5,34,182,2,1927
00-0038040,Zamir,White,RB,0,0,0,65,183,1,2,6,30,0,1936
00-0038041,Jake,Ferguson,TE,0,0,0,0,0,0,0,59,494,0,1937
00-0038046,Charlie,Kolar,TE,0,0,0,1,2,0,0,9,131,1,1941
00-0038090,Skyy,Moore,WR,0,0,0,0,0,0,0,0,0,0,1943
00-0038092,Erik,Ezukanma,WR,0,0,0,0,0,0,0,0,0,0,1945
00-0038098,Pierre,Strong,RB,0,0,0,26,108,0,0,14,104,0,1951
00-0038102,Kenny,Pickett,QB,291,2,1,9,15,1,0,0,0,0,1955
00-0038104,Tyquan,Thornton,WR,0,0,0,0,0,0,0,4,47,0,1957
00-0038108,Bailey,Zappe,QB,170,1,2,2,2,0,0,0,0,0,1961
00-0038115,Daniel,Bellinger,TE,0,0,0,0,0,0,0,14,125,0,1966
00-0038117,Wan'Dale,Robinson,WR,0,0,0,3,18,0,0,93,699,3,2536
00-0038120,Breece,Hall,RB,0,0,0,209,876,5,5,57,483,3,1971
00-0038122,Desmond,Ridder,QB,458,2,2,9,36,0,1,0,0,0,1973
00-0038123,Dane,Belton,SS,0,0,0,1,10,0,0,0,0,0,1974
00-0038124,Christian,Watson,WR,0,0,0,4,23,0,0,29,620,2,1975
00-0038128,Malik,Willis,QB,550,3,0,20,138,1,0,0,0,0,1978
00-0038129,Cade,Otton,TE,0,0,0,1,-4,0,0,59,600,4,1979
00-0038134,Kenneth,Walker,RB,0,0,0,153,573,7,1,46,299,1,1984
00-0038359,Xavier,Smith,WR,0,0,0,4,36,0,0,2,6,0,2005
00-0038393,Dontayvion,Wicks,WR,0,0,0,0,0,0,0,39,415,5,2020
00-0038394,Will,Mallory,TE,0,0,0,0,0,0,0,4,29,0,2021
00-0038396,Eric,Gray,RB,0,0,0,14,31,0,1,10,82,0,2023
00-0038400,Tanner,McKee,QB,323,4,0,5,-1,0,0,0,0,0,2027
00-0038416,Tyson,Bagent,QB,11,0,0,6,-7,0,0,0,0,0,2042
00-0038454,Keaton,Mitchell,RB,0,0,0,15,30,0,0,1,28,0,2054
00-0038465,Malik,Heath,WR,0,0,0,0,0,0,0,10,97,2,2062
00-0038476,Tommy,DeVito,QB,257,0,0,8,32,0,0,0,0,0,2068
00-0038477,Bryce,Ford-Wheaton,WR,0,0,0,0,0,0,0,0,0,0,2069
00-0038489,Ben,VanSumeren,ILB,0,0,0,0,0,0,0,1,0,0,2079
00-0038496,Xavier,Gipson,WR,0,0,0,1,5,0,0,6,39,1,2085
00-0038498,E.J.,Jenkins,TE,0,0,0,0,0,0,0,1,7,1,2086
00-0038507,Grant,DuBose,WR,0,0,0,0,0,0,0,2,11,0,2093
00-0038519,Nikko,Remigio,WR,0,0,0,0,0,0,0,2,48,0,2099
00-0038542,Bijan,Robinson,RB,0,0,0,304,1456,14,1,61,431,1,2109
00-0038543,Jaxon,Smith-Njigba,WR,35,0,0,5,26,0,0,100,1130,6,2110
00-0038544,Quentin,Johnston,WR,0,0,0,3,6,0,0,55,711,8,2111
00-0038547,Luke,Schoonmaker,TE,0,0,0,0,0,0,0,27,241,1,2114
00-0038550,Hendon,Hooker,QB,62,0,0,5,2,0,0,0,0,0,2117
00-0038551,Kendre,Miller,RB,0,0,0,39,148,1,0,5,33,0,2118
00-0038555,Tank,Bigsby,RB,0,0,0,168,766,7,3,7,54,0,2122
00-0038558,Darnell,Washington,TE,0,0,0,0,0,0,0,19,200,1,2125
00-0038559,Michael,Wilson,WR,0,0,0,1,7,0,0,47,548,4,2126
00-0038563,Tre,Tucker,WR,0,0,0,9,44,1,0,47,539,3,2130
00-0038573,Derius,Davis,WR,0,0,0,12,39,0,0,13,112,2,2140
00-0038576,Charlie,Jones,WR,0,0,0,0,0,0,0,1,5,0,2143
00-0038579,Aidan,O'Connell,QB,1612,8,4,21,30,1,2,0,0,0,2146
00-0038582,Clayton,Tune,QB,8,0,0,7,-4,0,1,0,0,0,2149
00-0038583,Dorian,Thompson-Robinson,QB,440,0,6,21,122,0,1,0,0,0,2150
00-0038589,Josh,Whyle,TE,0,0,0,0,0,0,0,28,248,1,2156
00-0038597,Chase,Brown,RB,0,0,0,229,990,7,2,54,360,4,2164
00-0038606,Parker,Washington,WR,0,0,0,0,0,0,0,32,390,3,1671
00-0038608,Kayshon,Boutte,WR,0,0,0,0,0,0,0,43,589,3,2175
00-0038611,Chris,Rodriguez,RB,0,0,0,35,173,2,0,1,12,0,2178
00-0038614,Scott,Matlock,FB,0,0,0,0,0,0,0,4,28,0,2181
00-0038618,Xavier,Hutchinson,WR,0,0,0,0,0,0,0,12,117,0,2185
00-0038619,Andrei,Iosivas,WR,0,0,0,0,0,0,0,36,479,6,2186
00-0038621,Demario,Douglas,WR,0,0,0,3,16,0,0,66,621,3,2188
00-0038622,Deuce,Vaughn,RB,0,0,0,17,70,0,0,3,18,0,2189
00-0038636,Kenny,McIntosh,RB,0,0,0,31,172,0,0,3,22,0,2202
00-0038640,Jalen,Brooks,WR,0,0,0,0,0,0,0,12,177,1,2205
00-0038643,Brayden,Willis,TE,0,0,0,0,0,0,0,0,0,0,2208
00-0038647,Ronnie,Bell,WR,0,0,0,0,0,0,0,2,22,0,2212
00-0038678,Jordan,Mims,RB,0,0,0,20,70,0,0,12,71,0,2233
00-0038679,Tyrell,Shavers,WR,0,0,0,0,0,0,0,1,69,1,2234
00-0038685,Christopher,Brooks,RB,0,0,0,36,183,1,0,11,69,0,2239
00-0038705,Emari,Demercado,RB,0,0,0,24,223,1,0,16,104,0,2245
00-0038710,Blake,Whiteheart,TE,0,0,0,0,0,0,0,6,51,1,2247
00-0038720,Julian,Hill,TE,0,0,0,0,0,0,0,12,100,0,2255
00-0038738,Hunter,Luepke,FB,0,0,0,12,38,0,0,12,111,0,2268
00-0038752,Jake,Bobo,WR,0,0,0,0,0,0,0,13,107,1,2273
00-0038783,Nate,Adkins,TE,0,0,0,0,0,0,0,14,115,3,2288
00-0038794,Jaleel,McLaughlin,RB,0,0,0,113,496,1,0,24,76,2,2294
00-0038797,Emanuel,Wilson,RB,0,0,0,103,502,4,0,11,48,1,2297
00-0038809,Ben,Sims,TE,0,0,0,0,0,0,0,4,42,0,2304
00-0038821,Rakim,Jarrett,WR,0,0,0,0,0,0,0,9,124,0,2313
00-0038824,Ryan,Miller,WR,0,0,0,0,0,0,0,12,128,2,2315
00-0038840,Brycen,Tremayne,WR,0,0,0,0,0,0,0,1,-2,0,2322
00-0038920,John,Samuel,TE,0,0,0,0,0,0,0,1,7,0,2367
00-0038933,Dalton,Kincaid,TE,0,0,0,0,0,0,0,44,448,2,2373
00-0038935,Brenton,Strange,TE,0,0,0,0,0,0,0,40,411,2,2375
00-0038938,Jalin,Hyatt,WR,0,0,0,0,0,0,0,8,62,0,2378
00-0038941,Tyler,Scott,WR,0,0,0,0,0,0,0,1,5,0,2381
00-0038951,Sean,Tucker,RB,0,0,0,50,308,2,1,9,109,1,2384
00-0038976,Marvin,Mims,WR,0,0,0,13,42,0,0,39,503,6,2394
00-0038977,Tank,Dell,WR,0,0,0,9,43,0,0,51,667,3,2395
00-0038979,Cedric,Tillman,WR,0,0,0,1,-5,0,0,29,339,3,2397
00-0038981,Wanya,Morris,T,0,0,0,0,0,0,0,1,1,1,2399
00-0038994,Jordan,Addison,WR,0,0,0,3,20,1,0,63,875,9,2405
00-0038996,Tucker,Kraft,TE,0,0,0,3,6,0,0,50,707,7,2407
00-0038997,Josh,Downs,WR,0,0,0,1,-1,0,0,72,803,5,2408
00-0038998,Jake,Haener,QB,226,1,1,11,22,0,0,0,0,0,2409
00-0039021,Roschon,Johnson,RB,0,0,0,55,150,6,0,16,104,0,2427
00-0039032,Tyjae,Spears,RB,0,0,0,84,312,4,0,30,224,1,2432
00-0039040,Devon,Achane,RB,0,0,0,203,907,6,0,78,592,6,2435
00-0039041,Elijah,Higgins,TE,0,0,0,0,0,0,0,20,172,2,2436
00-0039050,Payne,Durham,TE,0,0,0,0,0,0,0,11,115,2,2442
00-0039052,Trey,Palmer,WR,0,0,0,0,0,0,0,12,172,1,2444
00-0039062,Jonathan,Mingo,WR,0,0,0,2,5,0,1,17,167,0,2451
00-0039064,Zay,Flowers,WR,0,0,0,9,56,0,0,74,1059,4,2453
00-0039065,Sam,LaPorta,TE,0,0,0,0,0,0,0,60,726,7,2454
00-0039066,Michael,Mayer,TE,0,0,0,0,0,0,0,21,156,0,2455
00-0039067,Rashee,Rice,WR,0,0,0,1,1,0,0,24,288,2,2456
00-0039074,Davis,Allen,TE,0,0,0,0,0,0,0,6,39,0,2462
00-0039075,Puka,Nacua,WR,0,0,0,11,46,1,0,79,990,3,2463
00-0039139,Jahmyr,Gibbs,RB,0,0,0,250,1412,16,0,52,497,3,2479
00-0039144,Luke,Musgrave,TE,0,0,0,0,0,0,0,7,45,0,2484
00-0039146,Jayden,Reed,WR,0,0,0,20,163,1,1,55,857,6,2486
00-0039150,Bryce,Young,QB,2403,15,9,43,249,6,1,0,0,0,2490
00-0039152,Will,Levis,QB,2091,13,12,45,183,0,5,0,0,0,2492
00-0039163,C.J.,Stroud,QB,3727,20,12,52,233,0,3,0,0,0,2497
00-0039164,Anthony,Richardson,QB,1814,8,12,86,499,6,6,1,-1,0,2498
00-0039165,Zach,Charbonnet,RB,0,0,0,135,569,8,0,42,308,1,2499
00-0039236,Johnny,Wilson,WR,0,0,0,0,0,0,0,5,38,1,2521
00-0039244,Chris,Collier,RB,0,0,0,5,12,0,0,1,-4,0,2527
00-0039299,George,Holani,RB,0,0,0,3,10,0,0,1,-1,0,2576
00-0039316,Baylor,Cupp,TE,0,0,0,0,0,0,0,0,0,0,2592
00-0039325,Carson,Steele,RB,0,0,0,56,183,0,3,7,26,0,2601
00-0039337,Malik,Nabers,WR,0,0,0,5,2,0,0,109,1204,7,2612
00-0039338,Brock,Bowers,TE,0,0,0,5,13,0,0,112,1194,5,2613
00-0039342,Xavier,Legette,WR,0,0,0,6,24,0,0,49,497,4,2617
00-0039344,Jonathon,Brooks,RB,0,0,0,9,22,0,0,3,23,0,2619
00-0039355,Luke,McCaffrey,WR,0,0,0,0,0,0,0,18,168,0,2630
00-0039356,Ja'Tavion,Sanders,TE,0,0,0,0,0,0,0,33,342,1,2631
00-0039359,Cade,Stover,TE,0,0,0,0,0,0,0,15,133,1,2634
00-0039361,Bucky,Irving,RB,0,0,0,207,1122,8,2,47,392,0,2636
00-0039363,Isaac,Guerendo,RB,0,0,0,84,420,4,0,15,152,0,2638
00-0039364,Sione,Vaki,RB,0,0,0,6,14,0,0,3,37,0,2639
00-0039365,Jacob,Cowing,WR,0,0,0,1,7,0,0,4,80,0,2640
00-0039373,Audric,Estime,RB,0,0,0,76,310,2,2,5,27,0,2648
00-0039376,Spencer,Rattler,QB,1317,4,5,18,146,0,1,0,0,0,2651
00-0039379,Jamari,Thrash,WR,0,0,0,0,0,0,0,3,22,0,2654
00-0039384,Tyrone,Tracy,RB,0,0,0,192,839,5,2,38,284,1,2659
00-0039386,Bub,Means,WR,0,0,0,0,0,0,0,9,118,1,2661
00-0039391,Kimani,Vidal,RB,0,0,0,43,155,0,1,5,62,1,2666
00-0039392,Jha'Quan,Jackson,WR,0,0,0,1,-5,0,0,1,8,0,2667
00-0039393,Jase,McClellan,RB,0,0,0,13,32,0,0,0,0,0,2668
00-0039394,Casey,Washington,WR,0,0,0,0,0,0,0,1,14,0,2669
00-0039398,Joe,Milton,QB,241,1,0,10,16,1,1,0,0,0,2673
00-0039407,Dylan,Laube,RB,0,0,0,1,0,0,1,0,0,0,2682
00-0039410,Ryan,Flournoy,WR,0,0,0,0,0,0,0,10,102,0,2685
00-0039420,Jaheim,Bell,TE,0,0,0,0,0,0,0,2,20,0,2695
00-0039424,Devaughn,Vele,WR,0,0,0,0,0,0,0,41,475,3,2699
00-0039451,Isaiah,Williams,WR,0,0,0,0,0,0,0,2,6,0,2726
00-0039458,Brenden,Bates,TE,0,0,0,0,0,0,0,0,0,0,2733
00-0039491,Jalen,Coker,WR,19,0,0,0,0,0,0,32,478,2,2766
00-0039521,Xavier,Weaver,WR,0,0,0,0,0,0,0,0,0,0,2795
00-0039530,Brevyn,Spann-Ford,TE,0,0,0,0,0,0,0,9,88,0,2804
00-0039543,Ramel,Keyton,WR,0,0,0,0,0,0,0,1,7,0,2817
00-0039573,Blake,Watson,RB,0,0,0,4,10,0,0,1,13,0,2844
00-0039589,Kameron,Johnson,WR,0,0,0,2,11,0,0,0,0,0,2860
00-0039603,British,Brooks,RB,0,0,0,1,2,0,0,0,0,0,2873
00-0039611,Matthew,Hayball,P,0,0,0,1,11,0,0,0,0,0,2881
00-0039613,Dallin,Holker,TE,0,0,0,0,0,0,0,3,21,0,2883
00-0039614,Jermaine,Jackson,WR,0,0,0,1,-1,0,0,0,0,0,2884
00-0039617,Jacob,Kibodi,RB,0,0,0,5,24,0,0,1,15,0,2887
00-0039623,Mason,Tipton,WR,0,0,0,0,0,0,0,14,99,0,2893
00-0039631,Cam,Grandy,TE,0,0,0,0,0,0,0,5,28,0,2901
00-0039648,David,Martin-Robinson,TE,0,0,0,0,0,0,0,1,6,0,2917
00-0039650,Bryce,Oliver,WR,0,0,0,0,0,0,0,6,95,0,2919
00-0039692,Dell,Pettus,FS,0,0,0,1,2,0,0,0,0,0,2961
00-0039703,Cody,Schrader,RB,0,0,0,1,3,0,0,1,6,0,2972
00-0039731,J.C.,Latham,T,0,0,0,0,0,0,0,1,0,0,2999
00-0039732,Bo,Nix,QB,3775,29,12,92,430,4,1,1,2,1,3000
00-0039737,Tip,Reiman,TE,0,0,0,0,0,0,0,6,37,0,3005
00-0039738,Blake,Corum,RB,0,0,0,58,207,0,0,7,58,0,3006
00-0039746,Will,Shipley,RB,0,0,0,30,82,0,0,4,35,0,3014
00-0039747,Ainias,Smith,WR,0,0,0,2,6,0,0,7,41,1,3015
00-0039751,Jordan,Whittington,WR,0,0,0,2,12,0,0,22,293,0,3019
00-0039754,Devin,Culp,TE,0,0,0,0,0,0,0,5,88,0,3022
00-0039757,Terrell,Jennings,RB,0,0,0,13,33,0,0,0,0,0,3024
00-0039792,Devontez,Walker,WR,0,0,0,0,0,0,0,1,21,1,3059
00-0039793,A.J.,Barner,TE,0,0,0,0,0,0,0,30,245,4,3060
00-0039794,Braelon,Allen,RB,0,0,0,92,334,2,0,19,148,1,3061
00-0039796,Rasheen,Ali,RB,0,0,0,10,31,0,0,0,0,0,3063
00-0039798,Isaiah,Davis,RB,0,0,0,30,174,1,0,9,75,1,3065
00-0039810,Jermaine,Burton,WR,0,0,0,0,0,0,0,4,107,0,3076
00-0039811,MarShawn,Lloyd,RB,0,0,0,6,15,0,0,1,3,0,3077
00-0039814,Erick,All,TE,0,0,0,0,0,0,0,20,158,0,3080
00-0039816,Anthony,Gould,WR,0,0,0,0,0,0,0,1,23,0,3082
00-0039824,Jared,Wiley,TE,0,0,0,0,0,0,0,1,7,0,3090
00-0039825,Jaden,Hicks,SS,0,0,0,1,1,0,0,0,0,0,3091
00-0039847,Theo,Johnson,TE,0,0,0,0,0,0,0,29,331,1,3112
00-0039849,Marvin,Harrison,WR,0,0,0,0,0,0,0,62,885,8,3114
00-0039851,Drake,Maye,QB,2276,15,10,54,421,2,4,0,0,0,3116
00-0039853,Javon,Baker,WR,0,0,0,0,0,0,0,1,12,0,3118
00-0039855,Jalen,McMillan,WR,0,0,0,4,43,0,0,37,461,8,3120
00-0039868,Troy,Franklin,WR,0,0,0,2,8,0,0,28,263,2,3132
00-0039874,Jaylen,Wright,RB,0,0,0,68,249,0,1,3,8,0,3137
00-0039875,Ray,Davis,RB,0,0,0,113,442,3,0,17,189,3,3138
00-0039880,Malik,Washington,WR,0,0,0,5,25,1,0,26,223,0,3143
00-0039890,Adonai,Mitchell,WR,24,0,0,4,6,0,1,23,312,0,3153
00-0039893,Brian,Thomas,WR,0,0,0,6,48,0,0,87,1282,10,3156
00-0039894,Xavier,Worthy,WR,0,0,0,20,104,3,0,59,638,6,3157
00-0039901,Keon,Coleman,WR,0,0,0,1,9,0,0,29,556,4,3164
00-0039907,Ja'Lynn,Polk,WR,0,0,0,1,0,0,0,12,87,2,3170
00-0039910,Jayden,Daniels,QB,3568,25,9,148,891,6,3,0,0,0,3173
00-0039912,Ben,Sinnott,TE,0,0,0,0,0,0,0,5,28,1,3175
00-0039915,Ladd,McConkey,WR,0,0,0,0,0,0,0,82,1149,7,3178
00-0039916,Ricky,Pearsall,WR,0,0,0,3,45,0,0,31,400,3,3179
00-0039917,Michael,Penix,QB,775,3,3,7,11,1,0,0,0,0,3180
00-0039918,Caleb,Williams,QB,3541,20,6,81,489,0,3,0,0,0,3181
00-0039919,Rome,Odunze,WR,0,0,0,3,15,0,0,54,734,3,3182
00-0039920,Malachi,Corley,WR,0,0,0,2,26,0,1,3,16,0,3183
00-0039921,Trey,Benson,RB,0,0,0,63,291,1,1,6,59,0,3184
